video_id,title,title_length,emoji_count_title,channel_name,channel_id,view_count,duration_seconds,published_text,region,category,is_live,scraped_at,like_count,comment_count,like_per_view,comment_per_view,engagement_rate,days_since_published,has_emoji,title_char_per_word,video_length_category,subscriber_count,subscriber_tier
video_4156,Video Title 4156,64,0,Channel_137,UC289001,1001,600,17 days ago,DE,Technology,0,2026-06-14T17:42:35.790396,76,14,0.07592407592407592,0.013986013986013986,0.0899100899100899,17,0,16.0,Long (5-10m),104,Nano
video_4157,Video Title 4157,81,1,Channel_231,UC765073,1000,180,23 days ago,AU,Film,0,2026-06-14T17:42:35.790396,99,11,0.099,0.011,0.11,23,1,20.25,Medium (1-5m),101,Nano
video_4158,Video Title 4158,58,1,Channel_818,UC858839,1000,180,24 days ago,KR,Gaming,0,2026-06-14T17:42:35.790396,65,27,0.065,0.027,0.092,24,1,14.5,Medium (1-5m),100,Nano
video_4159,Video Title 4159,77,0,Channel_714,UC764373,1000,300,21 days ago,KR,Sports,0,2026-06-14T17:42:35.790396,149,16,0.149,0.016,0.165,21,0,19.25,Medium (1-5m),109,Nano
video_4160,Video Title 4160,83,0,Channel_578,UC743309,1001,900,8 days ago,FR,Education,0,2026-06-14T17:42:35.790396,38,27,0.03796203796203796,0.026973026973026972,0.06493506493506493,8,0,20.75,Extended (10-30m),104,Nano
video_4161,Video Title 4161,63,1,Channel_973,UC745609,1000,600,16 days ago,FR,Education,0,2026-06-14T17:42:35.790396,35,11,0.035,0.011,0.046,16,1,15.75,Long (5-10m),104,Nano
video_4162,Video Title 4162,48,0,Channel_38,UC103093,1000,600,20 days ago,US,Entertainment,0,2026-06-14T17:42:35.790396,11,6,0.011,0.006,0.017,20,0,12.0,Long (5-10m),100,Nano
video_4163,Video Title 4163,78,0,Channel_155,UC460201,1000,180,24 days ago,JP,Film,0,2026-06-14T17:42:35.790396,131,16,0.131,0.016,0.147,24,0,19.5,Medium (1-5m),100,Nano
video_4164,Video Title 4164,90,1,Channel_503,UC257953,1000,180,27 days ago,AU,Sports,0,2026-06-14T17:42:35.790396,31,29,0.031,0.029,0.06,27,1,22.5,Medium (1-5m),101,Nano
video_4165,Video Title 4165,28,0,Channel_105,UC336994,1000,600,3 days ago,FR,Technology,0,2026-06-14T17:42:35.790396,44,19,0.044,0.019,0.063,3,0,7.0,Long (5-10m),100,Nano
video_4166,Video Title 4166,25,0,Channel_255,UC786127,1000,60,23 days ago,JP,News,0,2026-06-14T17:42:35.790396,38,2,0.038,0.002,0.04,23,0,6.25,Short (<1m),100,Nano
video_4167,Video Title 4167,48,2,Channel_404,UC533961,1000,300,22 days ago,GB,News,0,2026-06-14T17:42:35.790396,147,1,0.147,0.001,0.148,22,1,12.0,Medium (1-5m),100,Nano
video_4168,Video Title 4168,77,1,Channel_488,UC725142,1001,60,17 days ago,BR,Gaming,0,2026-06-14T17:42:35.790396,129,13,0.12887112887112886,0.012987012987012988,0.14185814185814186,17,1,19.25,Short (<1m),100,Nano
video_4169,Video Title 4169,36,0,Channel_958,UC945962,1000,900,5 days ago,AU,News,0,2026-06-14T17:42:35.790396,114,2,0.114,0.002,0.116,5,0,9.0,Extended (10-30m),101,Nano
video_4170,Video Title 4170,35,2,Channel_458,UC133993,1000,60,14 days ago,AU,Comedy,0,2026-06-14T17:42:35.790396,64,4,0.064,0.004,0.068,14,1,8.75,Short (<1m),100,Nano
video_4171,Video Title 4171,22,0,Channel_528,UC574763,1000,60,14 days ago,CA,Technology,0,2026-06-14T17:42:35.790396,10,22,0.01,0.022,0.032,14,0,5.5,Short (<1m),100,Nano
video_4172,Video Title 4172,40,1,Channel_591,UC651420,1002,900,14 days ago,KR,Film,0,2026-06-14T17:42:35.790396,145,23,0.14471057884231536,0.022954091816367265,0.16766467065868262,14,1,10.0,Extended (10-30m),100,Nano
video_4173,Video Title 4173,83,1,Channel_525,UC272685,1000,1800,11 days ago,AU,How-to,0,2026-06-14T17:42:35.790396,38,6,0.038,0.006,0.044,11,1,20.75,Extended (10-30m),101,Nano
video_4174,Video Title 4174,55,0,Channel_370,UC861117,1000,3600,28 days ago,JP,Education,0,2026-06-14T17:42:35.790396,19,25,0.019,0.025,0.044,28,0,13.75,Very Long (>30m),105,Nano
video_4175,Video Title 4175,81,0,Channel_102,UC680840,1000,3600,20 days ago,US,How-to,0,2026-06-14T17:42:35.790396,63,6,0.063,0.006,0.069,20,0,20.25,Very Long (>30m),101,Nano
video_4176,Video Title 4176,61,0,Channel_916,UC306139,1000,1800,13 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,49,23,0.049,0.023,0.072,13,0,15.25,Extended (10-30m),100,Nano
video_4177,Video Title 4177,95,0,Channel_664,UC694380,1000,300,22 days ago,KR,Technology,0,2026-06-14T17:42:35.790396,142,18,0.142,0.018,0.16,22,0,23.75,Medium (1-5m),100,Nano
video_4178,Video Title 4178,61,0,Channel_690,UC758077,1000,3600,9 days ago,JP,Technology,1,2026-06-14T17:42:35.790396,13,25,0.013,0.025,0.038,9,0,15.25,Very Long (>30m),100,Nano
video_4179,Video Title 4179,80,2,Channel_903,UC361669,1000,600,20 days ago,US,Entertainment,0,2026-06-14T17:42:35.790396,147,22,0.147,0.022,0.169,20,1,20.0,Long (5-10m),100,Nano
video_4180,Video Title 4180,32,0,Channel_599,UC725984,1000,60,2 days ago,JP,Education,0,2026-06-14T17:42:35.790396,92,1,0.092,0.001,0.093,2,0,8.0,Short (<1m),103,Nano
video_4181,Video Title 4181,30,0,Channel_600,UC342862,1000,300,12 days ago,DE,Technology,0,2026-06-14T17:42:35.790396,51,2,0.051,0.002,0.053,12,0,7.5,Medium (1-5m),111,Nano
video_4182,Video Title 4182,73,0,Channel_541,UC535238,1000,900,8 days ago,BR,How-to,0,2026-06-14T17:42:35.790396,131,1,0.131,0.001,0.132,8,0,18.25,Extended (10-30m),104,Nano
video_4183,Video Title 4183,35,0,Channel_512,UC401034,1001,3600,16 days ago,BR,Entertainment,0,2026-06-14T17:42:35.790396,68,25,0.06793206793206794,0.024975024975024976,0.09290709290709291,16,0,8.75,Very Long (>30m),100,Nano
video_4184,Video Title 4184,27,0,Channel_389,UC284752,1000,1800,1 days ago,BR,Film,0,2026-06-14T17:42:35.790396,84,18,0.084,0.018,0.102,1,0,6.75,Extended (10-30m),100,Nano
video_4185,Video Title 4185,78,0,Channel_363,UC306408,1000,300,16 days ago,BR,Film,0,2026-06-14T17:42:35.790396,29,29,0.029,0.029,0.058,16,0,19.5,Medium (1-5m),100,Nano
video_4186,Video Title 4186,76,0,Channel_931,UC346841,1000,1800,6 days ago,US,Entertainment,0,2026-06-14T17:42:35.790396,133,12,0.133,0.012,0.145,6,0,19.0,Extended (10-30m),100,Nano
video_4187,Video Title 4187,59,0,Channel_833,UC925839,1000,60,20 days ago,US,Sports,1,2026-06-14T17:42:35.790396,132,6,0.132,0.006,0.138,20,0,14.75,Short (<1m),104,Nano
video_4188,Video Title 4188,78,1,Channel_612,UC909834,1000,600,6 days ago,FR,Sports,0,2026-06-14T17:42:35.790396,115,10,0.115,0.01,0.125,6,1,19.5,Long (5-10m),102,Nano
video_4189,Video Title 4189,21,4,Channel_115,UC351865,1000,900,3 days ago,JP,Gaming,0,2026-06-14T17:42:35.790396,111,8,0.111,0.008,0.119,3,1,5.25,Extended (10-30m),100,Nano
video_4190,Video Title 4190,95,0,Channel_722,UC782584,1000,900,9 days ago,KR,Education,0,2026-06-14T17:42:35.790396,38,25,0.038,0.025,0.063,9,0,23.75,Extended (10-30m),100,Nano
video_4191,Video Title 4191,29,0,Channel_966,UC294320,1010,60,19 days ago,BR,Film,0,2026-06-14T17:42:35.790396,72,8,0.07128712871287128,0.007920792079207921,0.07920792079207921,19,0,7.25,Short (<1m),100,Nano
video_4192,Video Title 4192,63,3,Channel_343,UC736037,1001,1800,3 days ago,IN,Sports,0,2026-06-14T17:42:35.790396,22,4,0.02197802197802198,0.003996003996003996,0.025974025974025976,3,1,15.75,Extended (10-30m),100,Nano
video_4193,Video Title 4193,30,1,Channel_74,UC956718,1000,300,21 days ago,BR,Music,0,2026-06-14T17:42:35.790396,92,10,0.092,0.01,0.102,21,1,7.5,Medium (1-5m),100,Nano
video_4194,Video Title 4194,98,0,Channel_135,UC375964,1000,600,7 days ago,JP,News,0,2026-06-14T17:42:35.790396,39,24,0.039,0.024,0.063,7,0,24.5,Long (5-10m),100,Nano
video_4195,Video Title 4195,99,1,Channel_940,UC884322,1000,900,14 days ago,FR,News,0,2026-06-14T17:42:35.790396,51,12,0.051,0.012,0.063,14,1,24.75,Extended (10-30m),100,Nano
video_4196,Video Title 4196,21,1,Channel_968,UC463102,1000,60,22 days ago,KR,Film,0,2026-06-14T17:42:35.790396,124,18,0.124,0.018,0.142,22,1,5.25,Short (<1m),102,Nano
video_4197,Video Title 4197,69,1,Channel_781,UC345915,1000,60,14 days ago,CA,Gaming,0,2026-06-14T17:42:35.790396,147,6,0.147,0.006,0.153,14,1,17.25,Short (<1m),100,Nano
video_4198,Video Title 4198,31,3,Channel_862,UC350056,1000,180,23 days ago,JP,News,0,2026-06-14T17:42:35.790396,63,3,0.063,0.003,0.066,23,1,7.75,Medium (1-5m),101,Nano
video_4199,Video Title 4199,42,1,Channel_978,UC922269,1002,1800,25 days ago,IN,Music,0,2026-06-14T17:42:35.790396,121,7,0.12075848303393213,0.006986027944111776,0.1277445109780439,25,1,10.5,Extended (10-30m),100,Nano
video_4200,Video Title 4200,37,0,Channel_590,UC314955,1000,180,3 days ago,BR,Sports,0,2026-06-14T17:42:35.790396,28,24,0.028,0.024,0.052,3,0,9.25,Medium (1-5m),100,Nano
video_4201,Video Title 4201,81,0,Channel_971,UC514194,1000,300,5 days ago,US,Sports,0,2026-06-14T17:42:35.790396,84,20,0.084,0.02,0.104,5,0,20.25,Medium (1-5m),100,Nano
video_4202,Video Title 4202,81,1,Channel_380,UC506929,1000,3600,5 days ago,US,Gaming,0,2026-06-14T17:42:35.790396,87,3,0.087,0.003,0.09,5,1,20.25,Very Long (>30m),161,Nano
video_4203,Video Title 4203,57,1,Channel_490,UC926863,1000,60,19 days ago,CA,How-to,0,2026-06-14T17:42:35.790396,134,7,0.134,0.007,0.141,19,1,14.25,Short (<1m),100,Nano
video_4204,Video Title 4204,86,0,Channel_125,UC393351,1000,1800,27 days ago,GB,Music,0,2026-06-14T17:42:35.790396,43,7,0.043,0.007,0.05,27,0,21.5,Extended (10-30m),101,Nano
video_4205,Video Title 4205,57,1,Channel_38,UC302911,1003,300,10 days ago,IN,Comedy,0,2026-06-14T17:42:35.790396,19,9,0.018943170488534396,0.00897308075772682,0.027916251246261216,10,1,14.25,Medium (1-5m),101,Nano
video_4206,Video Title 4206,86,1,Channel_781,UC617330,1000,300,9 days ago,JP,Film,0,2026-06-14T17:42:35.790396,58,20,0.058,0.02,0.078,9,1,21.5,Medium (1-5m),101,Nano
video_4207,Video Title 4207,80,0,Channel_310,UC892574,1000,600,29 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,114,5,0.114,0.005,0.119,29,0,20.0,Long (5-10m),100,Nano
video_4208,Video Title 4208,20,0,Channel_106,UC365899,1000,180,16 days ago,BR,Technology,0,2026-06-14T17:42:35.790396,16,4,0.016,0.004,0.02,16,0,5.0,Medium (1-5m),100,Nano
video_4209,Video Title 4209,64,0,Channel_556,UC869093,1000,300,9 days ago,IN,How-to,0,2026-06-14T17:42:35.790396,30,15,0.03,0.015,0.045,9,0,16.0,Medium (1-5m),103,Nano
video_4210,Video Title 4210,47,0,Channel_225,UC428510,1000,600,6 days ago,CA,Entertainment,0,2026-06-14T17:42:35.790396,16,10,0.016,0.01,0.026,6,0,11.75,Long (5-10m),100,Nano
video_4211,Video Title 4211,40,0,Channel_242,UC883307,1000,600,5 days ago,DE,News,0,2026-06-14T17:42:35.790396,79,7,0.079,0.007,0.086,5,0,10.0,Long (5-10m),100,Nano
video_4212,Video Title 4212,32,0,Channel_397,UC736217,1000,1800,4 days ago,BR,Technology,0,2026-06-14T17:42:35.790396,125,6,0.125,0.006,0.131,4,0,8.0,Extended (10-30m),102,Nano
video_4213,Video Title 4213,46,0,Channel_153,UC794702,1000,180,20 days ago,DE,Gaming,0,2026-06-14T17:42:35.790396,47,8,0.047,0.008,0.055,20,0,11.5,Medium (1-5m),102,Nano
video_4214,Video Title 4214,26,0,Channel_536,UC441373,1000,180,21 days ago,FR,Comedy,0,2026-06-14T17:42:35.790396,14,2,0.014,0.002,0.016,21,0,6.5,Medium (1-5m),101,Nano
video_4215,Video Title 4215,41,1,Channel_636,UC368265,1000,60,18 days ago,FR,Comedy,0,2026-06-14T17:42:35.790396,34,10,0.034,0.01,0.044,18,1,10.25,Short (<1m),100,Nano
video_4216,Video Title 4216,93,1,Channel_797,UC259376,1000,300,16 days ago,FR,Technology,0,2026-06-14T17:42:35.790396,21,12,0.021,0.012,0.033,16,1,23.25,Medium (1-5m),100,Nano
video_4217,Video Title 4217,72,1,Channel_996,UC148294,1000,600,24 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,87,7,0.087,0.007,0.094,24,1,18.0,Long (5-10m),100,Nano
video_4218,Video Title 4218,98,0,Channel_966,UC974426,1000,60,28 days ago,JP,Education,0,2026-06-14T17:42:35.790396,80,19,0.08,0.019,0.099,28,0,24.5,Short (<1m),100,Nano
video_4219,Video Title 4219,98,1,Channel_402,UC164902,1000,1800,7 days ago,US,Music,0,2026-06-14T17:42:35.790396,44,25,0.044,0.025,0.069,7,1,24.5,Extended (10-30m),100,Nano
video_4220,Video Title 4220,23,2,Channel_860,UC330718,1000,300,14 days ago,CA,How-to,0,2026-06-14T17:42:35.790396,127,22,0.127,0.022,0.149,14,1,5.75,Medium (1-5m),100,Nano
video_4221,Video Title 4221,42,1,Channel_773,UC864020,1001,300,23 days ago,IN,Sports,0,2026-06-14T17:42:35.790396,67,6,0.06693306693306693,0.005994005994005994,0.07292707292707293,23,1,10.5,Medium (1-5m),100,Nano
video_4222,Video Title 4222,89,0,Channel_146,UC930136,1000,60,17 days ago,AU,How-to,0,2026-06-14T17:42:35.790396,145,4,0.145,0.004,0.149,17,0,22.25,Short (<1m),100,Nano
video_4223,Video Title 4223,95,0,Channel_191,UC844959,1000,600,8 days ago,US,How-to,0,2026-06-14T17:42:35.790396,42,27,0.042,0.027,0.069,8,0,23.75,Long (5-10m),100,Nano
video_4224,Video Title 4224,52,1,Channel_893,UC353089,1000,60,11 days ago,US,Entertainment,0,2026-06-14T17:42:35.790396,97,14,0.097,0.014,0.111,11,1,13.0,Short (<1m),100,Nano
video_4225,Video Title 4225,47,1,Channel_677,UC921044,1000,300,17 days ago,AU,Sports,0,2026-06-14T17:42:35.790396,121,26,0.121,0.026,0.147,17,1,11.75,Medium (1-5m),100,Nano
video_4226,Video Title 4226,27,0,Channel_583,UC801377,1000,60,14 days ago,IN,Technology,0,2026-06-14T17:42:35.790396,36,19,0.036,0.019,0.055,14,0,6.75,Short (<1m),101,Nano
video_4227,Video Title 4227,20,1,Channel_951,UC477293,1001,60,9 days ago,AU,Music,0,2026-06-14T17:42:35.790396,121,22,0.12087912087912088,0.02197802197802198,0.14285714285714285,9,1,5.0,Short (<1m),100,Nano
video_4228,Video Title 4228,56,1,Channel_201,UC982513,1000,1800,6 days ago,GB,Technology,0,2026-06-14T17:42:35.790396,133,6,0.133,0.006,0.139,6,1,14.0,Extended (10-30m),100,Nano
video_4229,Video Title 4229,82,0,Channel_867,UC479823,1002,300,8 days ago,IN,Entertainment,0,2026-06-14T17:42:35.790396,103,24,0.1027944111776447,0.023952095808383235,0.12674650698602793,8,0,20.5,Medium (1-5m),100,Nano
video_4230,Video Title 4230,41,0,Channel_12,UC516443,1001,180,17 days ago,KR,News,0,2026-06-14T17:42:35.790396,135,12,0.13486513486513488,0.011988011988011988,0.14685314685314685,17,0,10.25,Medium (1-5m),100,Nano
video_4231,Video Title 4231,89,1,Channel_52,UC945354,1001,1800,22 days ago,CA,Education,0,2026-06-14T17:42:35.790396,65,11,0.06493506493506493,0.01098901098901099,0.07592407592407592,22,1,22.25,Extended (10-30m),100,Nano
video_4232,Video Title 4232,40,0,Channel_953,UC952168,1000,3600,13 days ago,FR,News,0,2026-06-14T17:42:35.790396,66,18,0.066,0.018,0.084,13,0,10.0,Very Long (>30m),115,Nano
video_4233,Video Title 4233,54,0,Channel_768,UC182435,1000,600,13 days ago,AU,Gaming,0,2026-06-14T17:42:35.790396,12,9,0.012,0.009,0.021,13,0,13.5,Long (5-10m),100,Nano
video_4234,Video Title 4234,98,0,Channel_302,UC564623,1000,300,17 days ago,GB,Sports,0,2026-06-14T17:42:35.790396,121,8,0.121,0.008,0.129,17,0,24.5,Medium (1-5m),100,Nano
video_4235,Video Title 4235,24,0,Channel_872,UC342893,1000,1800,19 days ago,BR,Sports,0,2026-06-14T17:42:35.790396,14,3,0.014,0.003,0.017,19,0,6.0,Extended (10-30m),101,Nano
video_4236,Video Title 4236,79,0,Channel_300,UC515050,1000,3600,2 days ago,KR,News,0,2026-06-14T17:42:35.790396,46,12,0.046,0.012,0.058,2,0,19.75,Very Long (>30m),100,Nano
video_4237,Video Title 4237,65,1,Channel_999,UC317831,1001,1800,18 days ago,GB,News,0,2026-06-14T17:42:35.790396,96,18,0.0959040959040959,0.017982017982017984,0.11388611388611389,18,1,16.25,Extended (10-30m),100,Nano
video_4238,Video Title 4238,69,1,Channel_920,UC391690,1002,180,4 days ago,FR,Technology,0,2026-06-14T17:42:35.790396,95,8,0.09481037924151696,0.007984031936127744,0.1027944111776447,4,1,17.25,Medium (1-5m),101,Nano
video_4239,Video Title 4239,67,0,Channel_521,UC188410,1000,60,7 days ago,BR,Gaming,0,2026-06-14T17:42:35.790396,77,26,0.077,0.026,0.103,7,0,16.75,Short (<1m),104,Nano
video_4240,Video Title 4240,25,0,Channel_140,UC520188,1000,180,28 days ago,KR,News,0,2026-06-14T17:42:35.790396,96,29,0.096,0.029,0.125,28,0,6.25,Medium (1-5m),100,Nano
video_4241,Video Title 4241,75,1,Channel_100,UC820819,1000,300,16 days ago,CA,Music,0,2026-06-14T17:42:35.790396,55,5,0.055,0.005,0.06,16,1,18.75,Medium (1-5m),100,Nano
video_4242,Video Title 4242,78,0,Channel_485,UC545599,1000,1800,19 days ago,DE,Entertainment,0,2026-06-14T17:42:35.790396,38,16,0.038,0.016,0.054,19,0,19.5,Extended (10-30m),100,Nano
video_4243,Video Title 4243,48,0,Channel_137,UC365840,1000,1800,15 days ago,AU,Sports,0,2026-06-14T17:42:35.790396,51,9,0.051,0.009,0.06,15,0,12.0,Extended (10-30m),101,Nano
video_4244,Video Title 4244,90,1,Channel_871,UC863131,1001,300,23 days ago,GB,Music,0,2026-06-14T17:42:35.790396,44,12,0.04395604395604396,0.011988011988011988,0.055944055944055944,23,1,22.5,Medium (1-5m),101,Nano
video_4245,Video Title 4245,96,2,Channel_366,UC152445,1000,3600,25 days ago,BR,How-to,0,2026-06-14T17:42:35.790396,70,13,0.07,0.013,0.083,25,1,24.0,Very Long (>30m),100,Nano
video_4246,Video Title 4246,37,0,Channel_884,UC975353,1002,60,14 days ago,GB,Music,0,2026-06-14T17:42:35.790396,116,14,0.1157684630738523,0.013972055888223553,0.12974051896207583,14,0,9.25,Short (<1m),100,Nano
video_4247,Video Title 4247,21,0,Channel_534,UC773373,1000,3600,13 days ago,JP,Entertainment,0,2026-06-14T17:42:35.790396,55,11,0.055,0.011,0.066,13,0,5.25,Very Long (>30m),102,Nano
video_4248,Video Title 4248,27,0,Channel_507,UC530473,1000,1800,20 days ago,JP,How-to,0,2026-06-14T17:42:35.790396,59,11,0.059,0.011,0.07,20,0,6.75,Extended (10-30m),100,Nano
video_4249,Video Title 4249,94,0,Channel_657,UC746539,1001,300,7 days ago,BR,News,0,2026-06-14T17:42:35.790396,107,3,0.1068931068931069,0.002997002997002997,0.10989010989010989,7,0,23.5,Medium (1-5m),100,Nano
video_4250,Video Title 4250,73,0,Channel_161,UC429696,1002,3600,15 days ago,KR,Film,0,2026-06-14T17:42:35.790396,138,12,0.1377245508982036,0.011976047904191617,0.1497005988023952,15,0,18.25,Very Long (>30m),100,Nano
video_4251,Video Title 4251,57,0,Channel_761,UC623233,1001,900,1 days ago,CA,News,0,2026-06-14T17:42:35.790396,46,29,0.04595404595404595,0.028971028971028972,0.07492507492507493,1,0,14.25,Extended (10-30m),100,Nano
video_4252,Video Title 4252,67,0,Channel_175,UC948849,1000,180,2 days ago,BR,Music,0,2026-06-14T17:42:35.790396,112,14,0.112,0.014,0.126,2,0,16.75,Medium (1-5m),100,Nano
video_4253,Video Title 4253,46,0,Channel_88,UC141126,1002,900,24 days ago,IN,Comedy,1,2026-06-14T17:42:35.790396,97,11,0.0968063872255489,0.010978043912175649,0.10778443113772455,24,0,11.5,Extended (10-30m),100,Nano
video_4254,Video Title 4254,39,1,Channel_399,UC133743,1000,900,3 days ago,KR,Entertainment,0,2026-06-14T17:42:35.790396,82,23,0.082,0.023,0.105,3,1,9.75,Extended (10-30m),100,Nano
video_4255,Video Title 4255,31,1,Channel_989,UC448611,1002,180,21 days ago,IN,Technology,0,2026-06-14T17:42:35.790396,12,26,0.011976047904191617,0.02594810379241517,0.03792415169660679,21,1,7.75,Medium (1-5m),100,Nano
video_4256,Video Title 4256,62,0,Channel_480,UC926505,1001,300,24 days ago,GB,Gaming,0,2026-06-14T17:42:35.790396,63,20,0.06293706293706294,0.01998001998001998,0.08291708291708291,24,0,15.5,Medium (1-5m),100,Nano
video_4257,Video Title 4257,80,0,Channel_545,UC903675,1000,180,5 days ago,CA,Entertainment,0,2026-06-14T17:42:35.790396,38,11,0.038,0.011,0.049,5,0,20.0,Medium (1-5m),100,Nano
video_4258,Video Title 4258,50,0,Channel_477,UC382472,1002,60,16 days ago,BR,Sports,0,2026-06-14T17:42:35.790396,29,12,0.028942115768463075,0.011976047904191617,0.04091816367265469,16,0,12.5,Short (<1m),101,Nano
video_4259,Video Title 4259,80,0,Channel_783,UC624497,1000,900,28 days ago,US,News,0,2026-06-14T17:42:35.790396,48,13,0.048,0.013,0.061,28,0,20.0,Extended (10-30m),110,Nano
video_4260,Video Title 4260,93,2,Channel_283,UC604575,1002,1800,17 days ago,AU,Education,0,2026-06-14T17:42:35.790396,101,4,0.10079840319361277,0.003992015968063872,0.10479041916167664,17,1,23.25,Extended (10-30m),103,Nano
video_4261,Video Title 4261,86,0,Channel_738,UC109800,1000,900,29 days ago,DE,Comedy,0,2026-06-14T17:42:35.790396,85,16,0.085,0.016,0.101,29,0,21.5,Extended (10-30m),101,Nano
video_4262,Video Title 4262,54,0,Channel_957,UC165749,1000,3600,18 days ago,JP,Entertainment,0,2026-06-14T17:42:35.790396,71,6,0.071,0.006,0.077,18,0,13.5,Very Long (>30m),101,Nano
video_4263,Video Title 4263,34,0,Channel_452,UC449961,1000,300,26 days ago,BR,Film,0,2026-06-14T17:42:35.790396,30,20,0.03,0.02,0.05,26,0,8.5,Medium (1-5m),100,Nano
video_4264,Video Title 4264,35,0,Channel_624,UC914439,1000,180,16 days ago,KR,Gaming,0,2026-06-14T17:42:35.790396,118,22,0.118,0.022,0.14,16,0,8.75,Medium (1-5m),100,Nano
video_4265,Video Title 4265,32,0,Channel_82,UC924982,1004,1800,11 days ago,IN,Comedy,0,2026-06-14T17:42:35.790396,77,18,0.07669322709163347,0.017928286852589643,0.0946215139442231,11,0,8.0,Extended (10-30m),101,Nano
video_4266,Video Title 4266,54,0,Channel_213,UC518764,1000,3600,3 days ago,FR,Gaming,1,2026-06-14T17:42:35.790396,100,9,0.1,0.009,0.109,3,0,13.5,Very Long (>30m),100,Nano
video_4267,Video Title 4267,94,0,Channel_816,UC783735,1001,600,10 days ago,BR,Gaming,0,2026-06-14T17:42:35.790396,15,24,0.014985014985014986,0.023976023976023976,0.03896103896103896,10,0,23.5,Long (5-10m),104,Nano
video_4268,Video Title 4268,78,0,Channel_520,UC752684,1000,1800,18 days ago,JP,Film,0,2026-06-14T17:42:35.790396,134,6,0.134,0.006,0.14,18,0,19.5,Extended (10-30m),100,Nano
video_4269,Video Title 4269,40,0,Channel_134,UC427983,1000,300,16 days ago,CA,Sports,0,2026-06-14T17:42:35.790396,82,7,0.082,0.007,0.089,16,0,10.0,Medium (1-5m),100,Nano
video_4270,Video Title 4270,73,0,Channel_447,UC746252,1000,300,9 days ago,BR,Technology,0,2026-06-14T17:42:35.790396,58,4,0.058,0.004,0.062,9,0,18.25,Medium (1-5m),100,Nano
video_4271,Video Title 4271,94,1,Channel_118,UC811512,1000,300,21 days ago,CA,Film,1,2026-06-14T17:42:35.790396,125,23,0.125,0.023,0.148,21,1,23.5,Medium (1-5m),100,Nano
video_4272,Video Title 4272,49,3,Channel_596,UC323019,1000,3600,1 days ago,US,Sports,0,2026-06-14T17:42:35.790396,123,16,0.123,0.016,0.139,1,1,12.25,Very Long (>30m),100,Nano
video_4273,Video Title 4273,67,1,Channel_770,UC976526,1000,180,11 days ago,AU,Film,0,2026-06-14T17:42:35.790396,40,4,0.04,0.004,0.044,11,1,16.75,Medium (1-5m),100,Nano
video_4274,Video Title 4274,54,0,Channel_243,UC150012,1001,300,11 days ago,FR,Gaming,0,2026-06-14T17:42:35.790396,62,18,0.061938061938061936,0.017982017982017984,0.07992007992007992,11,0,13.5,Medium (1-5m),100,Nano
video_4275,Video Title 4275,57,0,Channel_749,UC317039,1000,3600,27 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,94,25,0.094,0.025,0.119,27,0,14.25,Very Long (>30m),100,Nano
video_4276,Video Title 4276,50,3,Channel_150,UC528151,1000,60,13 days ago,KR,Film,0,2026-06-14T17:42:35.790396,149,14,0.149,0.014,0.163,13,1,12.5,Short (<1m),100,Nano
video_4277,Video Title 4277,97,2,Channel_886,UC957927,1007,60,28 days ago,FR,Film,0,2026-06-14T17:42:35.790396,120,25,0.11916583912611718,0.024826216484607744,0.14399205561072492,28,1,24.25,Short (<1m),100,Nano
video_4278,Video Title 4278,43,0,Channel_533,UC838913,1000,900,8 days ago,KR,Sports,0,2026-06-14T17:42:35.790396,16,28,0.016,0.028,0.044,8,0,10.75,Extended (10-30m),101,Nano
video_4279,Video Title 4279,68,3,Channel_646,UC721777,1000,900,19 days ago,IN,Music,0,2026-06-14T17:42:35.790396,113,8,0.113,0.008,0.121,19,1,17.0,Extended (10-30m),100,Nano
video_4280,Video Title 4280,51,0,Channel_379,UC310463,1001,180,27 days ago,US,Comedy,1,2026-06-14T17:42:35.790396,78,17,0.07792207792207792,0.016983016983016984,0.09490509490509491,27,0,12.75,Medium (1-5m),100,Nano
video_4281,Video Title 4281,74,0,Channel_608,UC580176,1000,600,9 days ago,US,Sports,0,2026-06-14T17:42:35.790396,12,26,0.012,0.026,0.038,9,0,18.5,Long (5-10m),100,Nano
video_4282,Video Title 4282,98,1,Channel_966,UC462825,1000,900,25 days ago,JP,Comedy,1,2026-06-14T17:42:35.790396,73,18,0.073,0.018,0.091,25,1,24.5,Extended (10-30m),100,Nano
video_4283,Video Title 4283,77,0,Channel_525,UC883585,1000,900,28 days ago,AU,Entertainment,0,2026-06-14T17:42:35.790396,55,13,0.055,0.013,0.068,28,0,19.25,Extended (10-30m),100,Nano
video_4284,Video Title 4284,22,0,Channel_513,UC126326,1000,900,6 days ago,CA,How-to,0,2026-06-14T17:42:35.790396,24,18,0.024,0.018,0.042,6,0,5.5,Extended (10-30m),100,Nano
video_4285,Video Title 4285,99,2,Channel_662,UC586010,1000,1800,4 days ago,IN,Gaming,0,2026-06-14T17:42:35.790396,84,22,0.084,0.022,0.106,4,1,24.75,Extended (10-30m),100,Nano
